"Name","Id","Path"
"AggregatorHost","7968",
"Antigravity","3064","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","5596","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","5844","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","7936","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","10076","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","12980","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","15832","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","16040","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","16264","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","18216","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","22892","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","25472","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","25648","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","25732","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","26196","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","26524","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","27760","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","28180","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","29576","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","31108","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","31536","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","32116","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","32152","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","33016","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","33216","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","33248","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","33764","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","34100","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"Antigravity","34328","C:\Users\abraa\AppData\Local\Programs\Antigravity\Antigravity.exe"
"AppActions","8400","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AppActions.exe"
"ApplicationFrameHost","11080","C:\Windows\system32\ApplicationFrameHost.exe"
"Arc","4396","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","9592","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","11312","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","13508","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","14068","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","14348","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","14356","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","14432","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","15132","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","20908","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","26816","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","27784","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","31804","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","32448","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"Arc","33824","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\Arc.exe"
"audiodg","11948",
"backgroundTaskHost","8644","C:\Windows\system32\backgroundTaskHost.exe"
"backgroundTaskHost","15948","C:\Windows\system32\backgroundTaskHost.exe"
"backgroundTaskHost","32900","C:\Windows\system32\backgroundTaskHost.exe"
"BlueStacksServices","1120","C:\Users\abraa\AppData\Local\Programs\bluestacks-services\BlueStacksServices.exe"
"BlueStacksServices","3108","C:\Users\abraa\AppData\Local\Programs\bluestacks-services\BlueStacksServices.exe"
"BlueStacksServices","9348","C:\Users\abraa\AppData\Local\Programs\bluestacks-services\BlueStacksServices.exe"
"BlueStacksServices","19500","C:\Users\abraa\AppData\Local\Programs\bluestacks-services\BlueStacksServices.exe"
"chrome","468","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","1660","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","3316","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","5692","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","7284","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","7380","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","11036","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","11052","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","12176","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","14668","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","14784","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","15324","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","15912","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","16552","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","17340","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","19668","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","19748","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","22612","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","23040","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","23444","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","24748","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","25760","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","26004","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","26536","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","26572","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","26676","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","27180","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","27244","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","27312","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","27472","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","27620","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","27996","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","28376","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","28460","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","28556","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","28844","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","29592","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","29620","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","29840","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","30020","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","30136","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","30160","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","30340","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","30688","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","31856","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","32148","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","32860","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","33692","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","33956","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","34368","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","34920","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","35336","C:\Program Files\Google\Chrome\Application\chrome.exe"
"chrome","35528","C:\Program Files\Google\Chrome\Application\chrome.exe"
"claude","2840","C:\Users\abraa\AppData\Local\AnthropicClaude\app-1.1.7464\claude.exe"
"claude","9100","C:\Users\abraa\AppData\Local\AnthropicClaude\app-1.1.7464\claude.exe"
"claude","9664","C:\Users\abraa\AppData\Local\AnthropicClaude\app-1.1.7464\claude.exe"
"claude","14712","C:\Users\abraa\AppData\Local\AnthropicClaude\app-1.1.7464\claude.exe"
"claude","16740","C:\Users\abraa\AppData\Local\AnthropicClaude\app-1.1.7464\claude.exe"
"claude","16924","C:\Users\abraa\AppData\Local\AnthropicClaude\app-1.1.7464\claude.exe"
"claude","20032","C:\Users\abraa\AppData\Local\AnthropicClaude\app-1.1.7464\claude.exe"
"claude","20248","C:\Users\abraa\AppData\Local\AnthropicClaude\app-1.1.7464\claude.exe"
"claude","22212","C:\Users\abraa\AppData\Local\AnthropicClaude\app-1.1.7464\claude.exe"
"conhost","1668","C:\Windows\system32\conhost.exe"
"conhost","6608",
"conhost","9220",
"conhost","9696",
"conhost","10500",
"conhost","11816","C:\Windows\system32\conhost.exe"
"conhost","15408",
"conhost","17652",
"conhost","18972",
"conhost","19012",
"conhost","19216","C:\Windows\system32\conhost.exe"
"conhost","19424",
"conhost","29112","C:\Windows\system32\conhost.exe"
"conhost","29644","C:\Windows\system32\conhost.exe"
"conhost","31784","C:\Windows\system32\conhost.exe"
"conhost","34492","C:\Windows\system32\conhost.exe"
"Copilot","5644","C:\Program Files\WindowsApps\Microsoft.Copilot_1.25121.84.0_x64__8wekyb3d8bbwe\Copilot.exe"
"crashpad_handler","6716","C:\Program Files\WindowsApps\TheBrowserCompany.Arc_1.98.0.323_x64__ttt1ap7aakyb4\crashpad_handler.exe"
"CrossDeviceResume","9560","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe"
"CrossDeviceService","10772","C:\Program Files\WindowsApps\MicrosoftWindows.CrossDevice_1.26012.79.0_x64__cw5n1h2txyewy\CrossDeviceService.exe"
"csrss","880",
"csrss","1112",
"ctfmon","13692",
"Dell.Connected.Service.Delivery","3116",
"Dell.Connected.Service.Delivery.SubAgent","19384",
"Dell.CoreServices.Client","9740",
"Dell.TechHub","4804",
"Dell.TechHub.Analytics.SubAgent","18464",
"Dell.TechHub.DataManager.SubAgent","18272",
"Dell.TechHub.Diagnostics.SubAgent","13716",
"Dell.TechHub.Instrumentation.SubAgent","17976",
"Dell.TechHub.Instrumentation.UserProcess","21232",
"Dell.UCA.Manager","19392",
"Dell.Update.SubAgent","5328",
"DellSupportAssistRemedationService","21732",
"dllhost","4756","C:\Windows\system32\DllHost.exe"
"dllhost","12424","C:\Windows\SysWOW64\DllHost.exe"
"dllhost","16468","C:\Windows\system32\DllHost.exe"
"dllhost","18376","C:\Windows\system32\DllHost.exe"
"dwm","1756",
"explorer","9044","C:\Windows\Explorer.EXE"
"FileCoAuth","12056","C:\Users\abraa\AppData\Local\Microsoft\OneDrive\26.035.0222.0002_1\FileCoAuth.exe"
"fontdrvhost","1452",
"fontdrvhost","1460",
"GoodixSessionService","5072",
"Idle","0",
"IntelAudioService","4892",
"IntelCpHDCPSvc","2468",
"IntelGraphicsSoftware.Service","7616",
"ipf_helper","4672","C:\Windows\System32\DriverStore\FileRepository\ipf_cpu.inf_amd64_c493e10bcfd25250\ipf_helper.exe"
"ipf_uf","4924",
"ipfsvc","4836",
"jhi_service","4952",
"language_server_windows_x64","32600","c:\Users\abraa\AppData\Local\Programs\Antigravity\resources\app\extensions\antigravity\bin\language_server_windows_x64.exe"
"language_server_windows_x64","33996","c:\Users\abraa\AppData\Local\Programs\Antigravity\resources\app\extensions\antigravity\bin\language_server_windows_x64.exe"
"LsaIso","1264",
"lsass","1272",
"M365Copilot","25048","C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2603.48201.0_x64__8wekyb3d8bbwe\M365Copilot.exe"
"Memory Compression","3552",
"Microsoft.Notes","7388","C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_6.1.4.0_x64__8wekyb3d8bbwe\Microsoft.Notes.exe"
"MpDefenderCoreService","5044",
"msedge","12144","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","17680","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","20004","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","20420","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","23108","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","24020","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedge","25452","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"msedgewebview2","1412","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","1828","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","2212","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","4576","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","5384","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","6268","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","7056","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","8632","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","9668","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","10232","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","10512","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","11616","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","12592","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","12628","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","12804","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","12896","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","12940","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","13008","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","13084","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","16460","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","16564","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","16948","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","17580","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","17588","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","17632","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","17732","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","18776","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","19272","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","21016","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","21448","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","21608","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe"
"msedgewebview2","22668","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","22940","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","23140","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","23604","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","23680","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","24068","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","24088","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"msedgewebview2","24392","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.72\msedgewebview2.exe"
"MsMpEng","5144",
"MSPCManager","24128","C:\Program Files\WindowsApps\Microsoft.MicrosoftPCManager_3.20.8.0_x64__8wekyb3d8bbwe\PCManager\MSPCManager.exe"
"MSPCManagerCore","29424",
"MSPCManagerService","16192",
"ms-teams","7008","C:\Program Files\WindowsApps\MSTeams_26043.2016.4478.2773_x64__8wekyb3d8bbwe\ms-teams.exe"
"ms-teams","8884","C:\Program Files\WindowsApps\MSTeams_26043.2016.4478.2773_x64__8wekyb3d8bbwe\ms-teams.exe"
"ms-teams","10712","C:\Program Files\WindowsApps\MSTeams_26043.2016.4478.2773_x64__8wekyb3d8bbwe\ms-teams.exe"
"NgcIso","4628",
"NisSrv","3192",
"node","8728","C:\nvm4w\nodejs\node.exe"
"Notepad","28724","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2512.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe"
"NVDisplay.Container","3196",
"NVDisplay.Container","5620",
"OneDrive","17792","C:\Users\abraa\AppData\Local\Microsoft\OneDrive\OneDrive.exe"
"OneDrive.Sync.Service","13904","C:\Users\abraa\AppData\Local\Microsoft\OneDrive\26.035.0222.0002_1\OneDrive.Sync.Service.exe"
"pg_ctl","5080",
"PhoneExperienceHost","14056","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.26012.101.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe"
"postgres","4016",
"postgres","5672",
"postgres","5996",
"postgres","6000",
"postgres","6448",
"postgres","6536",
"postgres","6592",
"postgres","6624",
"postgres","7084",
"postgres","7164",
"powershell","10848","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"powershell","16440","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"powershell","23156","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"powershell","25936","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"powershell","32708","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"
"PresentMonService","8588",
"Registry","232",
"RstMwService","5100",
"RuntimeBroker","11472","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","11668","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","13576","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","15436","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","16680","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","16692","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","18044","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","25220","C:\Windows\System32\RuntimeBroker.exe"
"RuntimeBroker","35772","C:\Windows\System32\RuntimeBroker.exe"
"SearchHost","11140","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe"
"SearchIndexer","12024",
"Secure System","188",
"SecurityHealthService","15384",
"SecurityHealthSystray","15412","C:\Windows\System32\SecurityHealthSystray.exe"
"services","1220",
"ServiceShell","19200",
"ShellExperienceHost","7756","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"
"ShellHost","10568","C:\Windows\System32\ShellHost.exe"
"sihost","2896","C:\Windows\system32\sihost.exe"
"smss","756",
"spoolsv","4188",
"sqlwriter","5092",
"StartMenuExperienceHost","11132","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"
"SupportAssistAgent","14276",
"svchost","1176",
"svchost","1420",
"svchost","1584",
"svchost","1628",
"svchost","1924",
"svchost","1932",
"svchost","1956",
"svchost","1964",
"svchost","1972",
"svchost","1984",
"svchost","2000",
"svchost","2024",
"svchost","2104",
"svchost","2128",
"svchost","2164",
"svchost","2252",
"svchost","2304",
"svchost","2352",
"svchost","2496",
"svchost","2552",
"svchost","2560",
"svchost","2592",
"svchost","2648",
"svchost","2956",
"svchost","3012",
"svchost","3036",
"svchost","3340",
"svchost","3352",
"svchost","3368",
"svchost","3444",
"svchost","3452",
"svchost","3460",
"svchost","3596",
"svchost","3624",
"svchost","3628",
"svchost","3640",
"svchost","3732",
"svchost","3776",
"svchost","3788",
"svchost","3836",
"svchost","4028",
"svchost","4172",
"svchost","4180",
"svchost","4220",
"svchost","4308",
"svchost","4380",
"svchost","4424",
"svchost","4520",
"svchost","4532",
"svchost","4812",
"svchost","4824",
"svchost","4844",
"svchost","4932",
"svchost","5164",
"svchost","5404",
"svchost","5464",
"svchost","5948",
"svchost","6428",
"svchost","7340",
"svchost","7660",
"svchost","8168",
"svchost","8208","C:\Windows\system32\svchost.exe"
"svchost","8216","C:\Windows\system32\svchost.exe"
"svchost","8352","C:\Windows\system32\svchost.exe"
"svchost","8456","C:\Windows\system32\svchost.exe"
"svchost","8524",
"svchost","8772",
"svchost","9452",
"svchost","10112",
"svchost","10504",
"svchost","10600","C:\Windows\system32\svchost.exe"
"svchost","11108",
"svchost","11504","C:\Windows\system32\svchost.exe"
"svchost","13028","C:\Windows\system32\svchost.exe"
"svchost","13688","C:\Windows\system32\svchost.exe"
"svchost","13948",
"svchost","15488",
"svchost","15524",
"svchost","15700",
"svchost","16004",
"svchost","16188",
"svchost","16992",
"svchost","17376",
"svchost","18984",
"svchost","20176",
"svchost","21992",
"svchost","22380","C:\Windows\system32\svchost.exe"
"svchost","22572",
"svchost","23624",
"svchost","23844",
"svchost","25080","C:\Windows\system32\svchost.exe"
"System","4",
"SystemSettings","23632","C:\Windows\ImmersiveControlPanel\SystemSettings.exe"
"taskhostw","8532","C:\Windows\system32\taskhostw.exe"
"taskhostw","14820",
"TextInputHost","7244","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe"
"unsecapp","10468",
"UserOOBEBroker","26628","C:\Windows\System32\oobe\UserOOBEBroker.exe"
"WavesAudioService","4392",
"WavesSvc64","9320","C:\Windows\System32\DriverStore\FileRepository\wavesapo11de.inf_amd64_c6cd4cf632788a8e\WavesSvc64.exe"
"WavesSysSvc64","4504",
"WhatsApp.Root","9972","C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2607.106.0_x64__cv1g1gvanyjgm\WhatsApp.Root.exe"
"Widgets","11528","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe"
"WidgetService","12088","C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe"
"wininit","1104",
"winlogon","1200",
"wlanext","8336",
"WmiPrvSE","7516",
"WmiPrvSE","7524",
"WMIRegistrationService","5152",
"wslservice","5252",
"WUDFHost","1504",
"WUDFHost","1680",
"WUDFHost","1880",
"WUDFHost","2504",
